LAT,LONG,DMS_LAT,DMS_LONG,FC,DSG,PC,CC1,NT,LC,SHORT_FORM,GENERIC,SORT_NAME_RO,FULL_NAME_RO,FULL_NAME_ND_RO,SORT_NAME_RG,FULL_NAME_RG,FULL_NAME_ND_RG,NOTE,MODIFY_DATE,DISPLAY,NAME_RANK,NAME_LINK,TRANSL_CD
36.9385,129.27943,36:56:19N,129:16:46E,H,FLLS,,KS,NS,,,폭포,구릉폭포,구릉폭포,구릉폭포,구릉폭포,구릉폭포,구릉폭포,,06/11/2008,1,,,
36.9385,129.27943,36:56:19N,129:16:46E,H,FLLS,,KS,D,,,-p’okp’o,KURUNGPOKPO,Kurŭng-p’okp’o,Kurung-p'okp'o,KURUNGPOKPO,Kurŭng-p’okp’o,Kurung-p'okp'o,,06/11/2008,1,1,,kor_Hang2Latn_MR_1939
37.80265,128.68527,37:48:10N,128:41:07E,H,FLLS,,KS,NS,kor,,폭포,세심폭포,세심폭포,세심폭포,세심폭포,세심폭포,세심폭포,,20/08/2008,12,,,
37.80174,128.68495,37:48:06N,128:41:06E,H,FLLS,,KS,NS,kor,,폭포,구룡폭포,구룡폭포,구룡폭포,구룡폭포,구룡폭포,구룡폭포,,20/08/2008,12,,,
37.80174,128.68495,37:48:06N,128:41:06E,H,FLLS,,KS,D,kor,,p’okp’o,KURYONGPOKPO,Kuryong-p’okp’o,Kuryong-p'okp'o,KURYONGPOKPO,Kuryong-p’okp’o,Kuryong-p'okp'o,,20/08/2008,12,1,,kor_Hang2Latn_MR_1939
37.80265,128.68527,37:48:10N,128:41:07E,H,FLLS,,KS,D,kor,,p’okp’o,SESIMPOKPO,Sesim-p’okp’o,Sesim-p'okp'o,SESIMPOKPO,Sesim-p’okp’o,Sesim-p'okp'o,,20/08/2008,12,1,,kor_Hang2Latn_MR_1939
37.7156,128.7896,37:42:56N,128:47:23E,H,FLLS,,KS,NS,kor,,폭포,삼포암폭포,삼포암폭포,삼포암폭포,삼포암폭포,삼포암폭포,삼포암폭포,,20/08/2008,12,,,
37.7156,128.7896,37:42:56N,128:47:23E,H,FLLS,,KS,D,kor,,p’okp’o,SAMPOAMPOKPO,Samp’oam-p’okp’o,Samp'oam-p'okp'o,SAMPOAMPOKPO,Samp’oam-p’okp’o,Samp'oam-p'okp'o,,20/08/2008,12,1,,kor_Hang2Latn_MR_1939
35.730048,127.103078,35:43:48N,127:06:11E,H,FLLS,,KS,NS,,,폭포,선녀폭포,선녀폭포,선녀폭포,선녀폭포,선녀폭포,선녀폭포,,03/11/2008,12,,,
35.730048,127.103078,35:43:48N,127:06:11E,H,FLLS,,KS,D,,,p’okp’o,SONNYOPOKPO,Sŏnnyŏ-p’okp’o,Sonnyo-p'okp'o,SONNYOPOKPO,Sŏnnyŏ-p’okp’o,Sonnyo-p'okp'o,,03/11/2008,12,1,,kor_Hang2Latn_MR_1939
37.319,128.826,37:19:08N,128:49:34E,H,FLLS,,KS,NS,kor,,폭포,영천폭포,영천폭포,영천폭포,영천폭포,영천폭포,영천폭포,,25/07/2008,12,,,
37.319,128.826,37:19:08N,128:49:34E,H,FLLS,,KS,D,kor,,p’okp’o,YONGCHONPOKPO,Yŏngch’ŏn-p’okp’o,Yongch'on-p'okp'o,YONGCHONPOKPO,Yŏngch’ŏn-p’okp’o,Yongch'on-p'okp'o,,25/07/2008,12,1,,kor_Hang2Latn_MR_1939
37.4532,128.9955,37:27:12N,128:59:44E,H,FLLS,,KS,NS,kor,,폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,,25/07/2008,12,,,
37.4532,128.9955,37:27:12N,128:59:44E,H,FLLS,,KS,D,kor,,p’okp’o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,,25/07/2008,12,1,,kor_Hang2Latn_MR_1939
35.728515,127.788723,35:43:43N,127:47:19E,H,FLLS,,KS,NS,,,폭포,유한청폭포,유한청폭포,유한청폭포,유한청폭포,유한청폭포,유한청폭포,,06/11/2008,1,,,
35.728515,127.788723,35:43:43N,127:47:19E,H,FLLS,,KS,D,,,p’okp’o,YUHANCHONGPOKPO,Yuhanch’ŏng-p’okp’o,Yuhanch'ong-p'okp'o,YUHANCHONGPOKPO,Yuhanch’ŏng-p’okp’o,Yuhanch'ong-p'okp'o,,06/11/2008,1,1,,kor_Hang2Latn_MR_1939
37.83468,128.71711,37:50:05N,128:43:02E,H,FLLS,,KS,NS,kor,,폭포,용수폭포,용수폭포,용수폭포,용수폭포,용수폭포,용수폭포,,25/07/2008,1,,,
37.83468,128.71711,37:50:05N,128:43:02E,H,FLLS,,KS,D,kor,,p’okp’o,YONGSUPOKPO,Yongsu-p’okp’o,Yongsu-p'okp'o,YONGSUPOKPO,Yongsu-p’okp’o,Yongsu-p'okp'o,,25/07/2008,1,1,,kor_Hang2Latn_MR_1939
35.98168,128.03494,35:58:54N,128:02:06E,H,FLLS,,KS,NS,,,폭포,공작폭포,공작폭포,공작폭포,공작폭포,공작폭포,공작폭포,,10/11/2008,1,,,
35.98168,128.03494,35:58:54N,128:02:06E,H,FLLS,,KS,D,,,p’okp’o,KONGJAKPOKPO,Kongjak-p’okp’o,Kongjak-p'okp'o,KONGJAKPOKPO,Kongjak-p’okp’o,Kongjak-p'okp'o,,10/11/2008,1,1,,kor_Hang2Latn_MR_1939
37.184265,128.570718,37:11:03N,128:34:15E,H,FLLS,,KS,NS,kor,,폭포,연하폭포,연하폭포,연하폭포,연하폭포,연하폭포,연하폭포,,25/07/2008,12,,,
37.184265,128.570718,37:11:03N,128:34:15E,H,FLLS,,KS,D,kor,,p’okp’o,YONHAPOKPO,Yŏnha-p’okp’o,Yonha-p'okp'o,YONHAPOKPO,Yŏnha-p’okp’o,Yonha-p'okp'o,,25/07/2008,12,1,,kor_Hang2Latn_MR_1939
35.578321,127.93267,35:34:42N,127:55:58E,H,FLLS,,KS,NS,,,폭포,신선폭포,신선폭포,신선폭포,신선폭포,신선폭포,신선폭포,,06/11/2008,1,,,
35.578321,127.93267,35:34:42N,127:55:58E,H,FLLS,,KS,D,,,p’okp’o,SINSONPOKPO,Sinsŏn-p’okp’o,Sinson-p'okp'o,SINSONPOKPO,Sinsŏn-p’okp’o,Sinson-p'okp'o,,06/11/2008,1,1,,kor_Hang2Latn_MR_1939
35.510984,128.068884,35:30:40N,128:04:08E,H,FLLS,,KS,NS,,,폭포,황계폭포,황계폭포,황계폭포,황계폭포,황계폭포,황계폭포,,10/11/2008,1,,,
35.510984,128.068884,35:30:40N,128:04:08E,H,FLLS,,KS,D,,,p’okp’o,HWANGGYEPOKPO,Hwanggye-p’okp’o,Hwanggye-p'okp'o,HWANGGYEPOKPO,Hwanggye-p’okp’o,Hwanggye-p'okp'o,,10/11/2008,1,1,,kor_Hang2Latn_MR_1939
35.727685,127.795839,35:43:40N,127:47:45E,H,FLLS,,KS,NS,,,폭포,좌운폭포,좌운폭포,좌운폭포,좌운폭포,좌운폭포,좌운폭포,,06/11/2008,12,,,
35.727685,127.795839,35:43:40N,127:47:45E,H,FLLS,,KS,D,,,p’okp’o,CHWAUNPOKPO,Chwaun-p’okp’o,Chwaun-p'okp'o,CHWAUNPOKPO,Chwaun-p’okp’o,Chwaun-p'okp'o,,06/11/2008,12,1,,kor_Hang2Latn_MR_1939
35.83164,127.715369,35:49:54N,127:42:55E,H,FLLS,,KS,NS,,,폭포,칠연폭포,칠연폭포,칠연폭포,칠연폭포,칠연폭포,칠연폭포,,07/11/2008,12,,,
35.83164,127.715369,35:49:54N,127:42:55E,H,FLLS,,KS,D,,,p’okpo,CHIRYONPOKPO,Ch’iryŏn-p’okpo,Ch'iryon-p'okpo,CHIRYONPOKPO,Ch’iryŏn-p’okpo,Ch'iryon-p'okpo,,07/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.4073,129.1701,36:24:26N,129:10:12E,H,FLLS,,KS,D,,,-p’okp’o,CHESAMPOKPO,Chesam-p’okp’o,Chesam-p'okp'o,CHESAMPOKPO,Chesam-p’okp’o,Chesam-p'okp'o,,03/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.4073,129.1701,36:24:26N,129:10:12E,H,FLLS,,KS,NS,,,폭포,제d폭포,제3폭포,제3폭포,제d폭포,제3폭포,제3폭포,,03/11/2008,12,,,
36.3996,129.1643,36:23:59N,129:09:51E,H,FLLS,,KS,NS,,,폭포,제b폭포,제1폭포,제1폭포,제b폭포,제1폭포,제1폭포,,03/11/2008,12,,,
36.3996,129.1643,36:23:59N,129:09:51E,H,FLLS,,KS,D,,,-p’okp’o,CHEILPOKPO,Cheil-p’okp’o,Cheil-p'okp'o,CHEILPOKPO,Cheil-p’okp’o,Cheil-p'okp'o,,03/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.134449,127.307528,36:08:04N,127:18:27E,H,FLLS,,KS,NS,,,폭포,제일폭포,제일폭포,제일폭포,제일폭포,제일폭포,제일폭포,,05/11/2008,1,,,
36.134449,127.307528,36:08:04N,127:18:27E,H,FLLS,,KS,D,,,p’okp’o,CHEILPOKPO,Cheil-p’okp’o,Cheil-p'okp'o,CHEILPOKPO,Cheil-p’okp’o,Cheil-p'okp'o,,05/11/2008,1,1,,kor_Hang2Latn_MR_1939
35.855897,127.40612,35:51:21N,127:24:22E,H,FLLS,,KS,NS,,,폭포,황금폭포,황금폭포,황금폭포,황금폭포,황금폭포,황금폭포,,06/11/2008,12,,,
35.855897,127.40612,35:51:21N,127:24:22E,H,FLLS,,KS,D,,,p’okp’o,HWANGGUMPOKPO,Hwanggŭm-p’okp’o,Hwanggum-p'okp'o,HWANGGUMPOKPO,Hwanggŭm-p’okp’o,Hwanggum-p'okp'o,,06/11/2008,12,1,,kor_Hang2Latn_MR_1939
35.87599,127.407633,35:52:34N,127:24:27E,H,FLLS,,KS,NS,,,폭포,옥녀폭포,옥녀폭포,옥녀폭포,옥녀폭포,옥녀폭포,옥녀폭포,,06/11/2008,12,,,
35.87599,127.407633,35:52:34N,127:24:27E,H,FLLS,,KS,D,,,p’okp’o,ONGNYOPOKPO,Ongnyŏ-p’okp’o,Ongnyo-p'okp'o,ONGNYOPOKPO,Ongnyŏ-p’okp’o,Ongnyo-p'okp'o,,06/11/2008,12,1,,kor_Hang2Latn_MR_1939
35.03039,128.419638,35:01:49N,128:25:11E,H,FLLS,,KS,NS,,,폭포,구절폭포,구절폭포,구절폭포,구절폭포,구절폭포,구절폭포,,07/11/2008,12,,,
35.03039,128.419638,35:01:49N,128:25:11E,H,FLLS,,KS,D,,,p’okp’o,KUJOLPOKPO,Kujŏl-p’okp’o,Kujol-p'okp'o,KUJOLPOKPO,Kujŏl-p’okp’o,Kujol-p'okp'o,,07/11/2008,12,1,,kor_Hang2Latn_MR_1939
35.014384,128.420393,35:00:52N,128:25:13E,H,FLLS,,KS,NS,,,폭포,용문폭포,용문폭포,용문폭포,용문폭포,용문폭포,용문폭포,,07/11/2008,12,,,
35.014384,128.420393,35:00:52N,128:25:13E,H,FLLS,,KS,D,,,p’okp’o,YONGMUNPOKPO,Yongmun-p’okp’o,Yongmun-p'okp'o,YONGMUNPOKPO,Yongmun-p’okp’o,Yongmun-p'okp'o,,07/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.04402,127.87016,36:02:38N,127:52:13E,H,FLLS,,KS,NS,,,폭포,물한폭포,물한폭포,물한폭포,물한폭포,물한폭포,물한폭포,,05/11/2008,1,,,
36.04402,127.87016,36:02:38N,127:52:13E,H,FLLS,,KS,D,,,p’okp’o,MURHANPOKPO,Murhan-p’okp’o,Murhan-p'okp'o,MURHANPOKPO,Murhan-p’okp’o,Murhan-p'okp'o,,05/11/2008,1,1,,kor_Hang2Latn_MR_1939
36.4411,129.1355,36:26:28N,129:08:08E,H,FLLS,,KS,NS,,,폭포,달기폭포,달기폭포,달기폭포,달기폭포,달기폭포,달기폭포,,03/11/2008,1,,,
36.4411,129.1355,36:26:28N,129:08:08E,H,FLLS,,KS,D,,,-p’okp’o,TALGIPOKPO,Talgi-p’okp’o,Talgi-p'okp'o,TALGIPOKPO,Talgi-p’okp’o,Talgi-p'okp'o,,03/11/2008,1,1,,kor_Hang2Latn_MR_1939
36.259,129.2854,36:15:32N,129:17:07E,H,FLLS,,KS,NS,,,폭포,음폭포,음폭포,음폭포,음폭포,음폭포,음폭포,,03/11/2008,12,,,
36.259,129.2854,36:15:32N,129:17:07E,H,FLLS,,KS,D,,,-p’okp’o,UMPOKPO,Ŭm-p’okp’o,Um-p'okp'o,UMPOKPO,Ŭm-p’okp’o,Um-p'okp'o,,03/11/2008,12,1,,kor_Hang2Latn_MR_1939
35.864367,128.011926,35:51:52N,128:00:43E,H,FLLS,,KS,NS,,,폭포,용소폭포,용소폭포,용소폭포,용소폭포,용소폭포,용소폭포,,10/11/2008,12,,,
35.864367,128.011926,35:51:52N,128:00:43E,H,FLLS,,KS,D,,,p’okp’o,YONGSOPOKPO,Yongso-p’okp’o,Yongso-p'okp'o,YONGSOPOKPO,Yongso-p’okp’o,Yongso-p'okp'o,,10/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.2622,129.2927,36:15:44N,129:17:34E,H,FLLS,,KS,NS,,,폭포,잠용폭포,잠용폭포,잠용폭포,잠용폭포,잠용폭포,잠용폭포,,03/11/2008,12,,,
36.2622,129.2927,36:15:44N,129:17:34E,H,FLLS,,KS,D,,,-p’okp’o,CHAMYONGPOKPO,Chamyong-p’okp’o,Chamyong-p'okp'o,CHAMYONGPOKPO,Chamyong-p’okp’o,Chamyong-p'okp'o,,03/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.2625,129.2888,36:15:45N,129:17:20E,H,FLLS,,KS,NS,,,폭포,연산폭포,연산폭포,연산폭포,연산폭포,연산폭포,연산폭포,,03/11/2008,12,,,
36.2625,129.2888,36:15:45N,129:17:20E,H,FLLS,,KS,D,,,-p’okp’o,YONSANPOKPO,Yŏnsan-p’okp’o,Yonsan-p'okp'o,YONSANPOKPO,Yŏnsan-p’okp’o,Yonsan-p'okp'o,,03/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.31323,129.21131,36:18:48N,129:12:41E,H,FLLS,,KS,NS,,,폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,,03/11/2008,1,,,
36.31323,129.21131,36:18:48N,129:12:41E,H,FLLS,,KS,D,,,-p’okp’o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,,03/11/2008,1,1,,kor_Hang2Latn_MR_1939
36.12953,127.30828,36:07:46N,127:18:30E,H,FLLS,,KS,NS,,,폭포,화랑폭포,화랑폭포,화랑폭포,화랑폭포,화랑폭포,화랑폭포,,05/11/2008,1,,,
36.12953,127.30828,36:07:46N,127:18:30E,H,FLLS,,KS,D,,,p’okp’o,HWARANGPOKPO,Hwarang-p’okp’o,Hwarang-p'okp'o,HWARANGPOKPO,Hwarang-p’okp’o,Hwarang-p'okp'o,,05/11/2008,1,1,,kor_Hang2Latn_MR_1939
35.901214,128.116886,35:54:04N,128:07:01E,H,FLLS,,KS,NS,,,폭포,은광폭포,은광폭포,은광폭포,은광폭포,은광폭포,은광폭포,,10/11/2008,12,,,
35.901214,128.116886,35:54:04N,128:07:01E,H,FLLS,,KS,D,,,p’okp’o,UNGWANGPOKPO,Ŭn’gwang-p’okp’o,Un'gwang-p'okp'o,UNGWANGPOKPO,Ŭn’gwang-p’okp’o,Un'gwang-p'okp'o,,10/11/2008,12,1,,kor_Hang2Latn_MR_1939
35.813118,128.14053,35:48:47N,128:08:26E,H,FLLS,,KS,NS,,,폭포,용기폭포,용기폭포,용기폭포,용기폭포,용기폭포,용기폭포,,10/11/2008,12,,,
35.813118,128.14053,35:48:47N,128:08:26E,H,FLLS,,KS,D,,,p’okp’o,YONGGIPOKPO,Yonggi-p’okp’o,Yonggi-p'okp'o,YONGGIPOKPO,Yonggi-p’okp’o,Yonggi-p'okp'o,,10/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.007988,127.48127,36:00:29N,127:28:53E,H,FLLS,,KS,NS,,,폭포,십이폭포,십이폭포,십이폭포,십이폭포,십이폭포,십이폭포,,05/11/2008,12,,,
36.007988,127.48127,36:00:29N,127:28:53E,H,FLLS,,KS,D,,,p’okp’o,SIBIPOKPO,Sibi-p’okp’o,Sibi-p'okp'o,SIBIPOKPO,Sibi-p’okp’o,Sibi-p'okp'o,,05/11/2008,12,1,,kor_Hang2Latn_MR_1939
35.63441,128.72171,35:38:04N,128:43:18E,H,FLLS,,KS,NS,,,폭포,낙수폭포,낙수폭포,낙수폭포,낙수폭포,낙수폭포,낙수폭포,,10/11/2008,1,,,
35.63441,128.72171,35:38:04N,128:43:18E,H,FLLS,,KS,D,,,p’okp’o,NAKSUPOKPO,Naksu-p’okp’o,Naksu-p'okp'o,NAKSUPOKPO,Naksu-p’okp’o,Naksu-p'okp'o,,10/11/2008,1,1,,kor_Hang2Latn_MR_1939
34.722976,127.172923,34:43:23N,127:10:23E,H,FLLS,,KS,NS,kor,,폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,,07/12/2007,12,,,
34.722976,127.172923,34:43:23N,127:10:23E,H,FLLS,,KS,D,kor,,p’okp’o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,,07/12/2007,12,1,,kor_Hang2Latn_MR_1939
34.688957,127.014083,34:41:20N,127:00:51E,H,FLLS,,KS,NS,kor,,폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,,07/12/2007,12,,,
34.688957,127.014083,34:41:20N,127:00:51E,H,FLLS,,KS,D,kor,,,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,,07/12/2007,12,1,,kor_Hang2Latn_MR_1939
38.134722,128.425278,38:08:05N,128:25:31E,H,FLLS,,KS,V,,,,SSANGSONPOKPO,Ssangsŏn-p’okp’o,Ssangson-p'okp'o,SSANGSONPOKPO,Ssangsŏn-p’okp’o,Ssangson-p'okp'o,,29/10/2004,12,,,
38.134722,128.425278,38:08:05N,128:25:31E,H,FLLS,,KS,NS,kor,,폭포,관음폭포,관음폭포,관음폭포,관음폭포,관음폭포,관음폭포,,29/10/2004,12,,11997295,
38.134722,128.425278,38:08:05N,128:25:31E,H,FLLS,,KS,D,,,p’okp’o,KWANUMPOKPO,Kwanŭm-p’okp’o,Kwanum-p'okp'o,KWANUMPOKPO,Kwanŭm-p’okp’o,Kwanum-p'okp'o,,29/10/2004,12,1,,kor_Hang2Latn_MR_1939
36.4039,129.1706,36:24:14N,129:10:14E,H,FLLS,,KS,NS,,,폭포,제c폭포,제2폭포,제2폭포,제c폭포,제2폭포,제2폭포,,03/11/2008,12,,,
36.4039,129.1706,36:24:14N,129:10:14E,H,FLLS,,KS,D,,,-p’okp’o,CHEIPOKPO,Chei-p’okp’o,Chei-p'okp'o,CHEIPOKPO,Chei-p’okp’o,Chei-p'okp'o,,03/11/2008,12,1,,kor_Hang2Latn_MR_1939
36.80064,129.185828,36:48:02N,129:11:09E,H,FLLS,,KS,NS,,,폭포,하계폭포,하계폭포,하계폭포,하계폭포,하계폭포,하계폭포,,06/11/2008,12,,,
36.80064,129.185828,36:48:02N,129:11:09E,H,FLLS,,KS,D,,,-p’okp’o,HAGYEPOKPO,Hagye-p’okp’o,Hagye-p'okp'o,HAGYEPOKPO,Hagye-p’okp’o,Hagye-p'okp'o,,06/11/2008,12,1,,kor_Hang2Latn_MR_1939
37.52821,128.73896,37:31:42N,128:44:20E,H,FLLS,,KS,NS,kor,,폭포,오장폭포,오장폭포,오장폭포,오장폭포,오장폭포,오장폭포,,20/08/2008,1,,,
37.52821,128.73896,37:31:42N,128:44:20E,H,FLLS,,KS,D,kor,,p’okp’o,OJANGPOKPO,Ojang-p’okp’o,Ojang-p'okp'o,OJANGPOKPO,Ojang-p’okp’o,Ojang-p'okp'o,,20/08/2008,1,1,,kor_Hang2Latn_MR_1939
37.5107,128.56061,37:30:39N,128:33:38E,H,FLLS,,KS,NS,kor,,폭포,막동폭포,막동폭포,막동폭포,막동폭포,막동폭포,막동폭포,,20/08/2008,1,,,
37.5107,128.56061,37:30:39N,128:33:38E,H,FLLS,,KS,D,kor,,p’okp’o,MAKTONGPOKPO,Maktong-p’okp’o,Maktong-p'okp'o,MAKTONGPOKPO,Maktong-p’okp’o,Maktong-p'okp'o,,20/08/2008,1,1,,kor_Hang2Latn_MR_1939
35.72072,127.93537,35:43:15N,127:56:07E,H,FLLS,,KS,NS,,,폭포,학리폭포,학리폭포,학리폭포,학리폭포,학리폭포,학리폭포,,06/11/2008,1,,,
35.72072,127.93537,35:43:15N,127:56:07E,H,FLLS,,KS,D,,,p’okp’o,HANGNIPOKPO,Hangni-p’okp’o,Hangni-p'okp'o,HANGNIPOKPO,Hangni-p’okp’o,Hangni-p'okp'o,,06/11/2008,1,1,,kor_Hang2Latn_MR_1939
37.852285,127.435395,37:51:08N,127:26:07E,H,FLLS,,KS,NS,kor,,폭포,수락폭포,수락폭포,수락폭포,수락폭포,수락폭포,수락폭포,,09/12/2013,12,,14538834,
37.852285,127.435395,37:51:08N,127:26:07E,H,FLLS,,KS,N,kor,,pokpo,SURAKPOKPO,Surakpokpo,Surakpokpo,SURAKPOKPO,Surakpokpo,Surakpokpo,,09/12/2013,12,1,10630785,kor_Hang2Latn_MOCT_2000
37.852285,127.435395,37:51:08N,127:26:07E,H,FLLS,,KS,V,kor,,,SURAKPOKPO,Surak-p’okp’o,Surak-p'okp'o,SURAKPOKPO,Surak-p’okp’o,Surak-p'okp'o,,09/12/2013,12,,,kor_Hang2Latn_MR_1939
37.7282,127.0204,37:43:42N,127:01:13E,H,FLLS,,KS,N,kor,,pokpo,KEUNPOKPO,Keunpokpo,Keunpokpo,KEUNPOKPO,Keunpokpo,Keunpokpo,,31/07/2008,12,1,10600649,kor_Hang2Latn_MOCT_2000
37.7282,127.0204,37:43:42N,127:01:13E,H,FLLS,,KS,V,kor,,,KUNPOKPO,K’ŭn-p’okp’o,K'un-p'okp'o,KUNPOKPO,K’ŭn-p’okp’o,K'un-p'okp'o,,31/07/2008,12,,10600649,kor_Hang2Latn_MR_1939
37.7282,127.0204,37:43:42N,127:01:13E,H,FLLS,,KS,NS,kor,,폭포,큰폭포,큰폭포,큰폭포,큰폭포,큰폭포,큰폭포,,31/07/2008,12,,14403603,
37.710592,126.98624,37:42:38N,126:59:10E,H,FLLS,,KS,VS,kor,,,송추폭포,송추폭포,송추폭포,송추폭포,송추폭포,송추폭포,,22/07/2013,12345,,10595507,
37.710592,126.98624,37:42:38N,126:59:10E,H,FLLS,,KS,V,kor,,,SONGCHUPOKPO,Songch’u-p’okp’o,Songch'u-p'okp'o,SONGCHUPOKPO,Songch’u-p’okp’o,Songch'u-p'okp'o,,22/07/2013,12345,,10600448,kor_Hang2Latn_MR_1939
37.710592,126.98624,37:42:38N,126:59:10E,H,FLLS,,KS,N,kor,,pokpo,SONGCHUGOLPOKPO,Songchugolpokpo,Songchugolpokpo,SONGCHUGOLPOKPO,Songchugolpokpo,Songchugolpokpo,,22/07/2013,12345,1,14372521,kor_Hang2Latn_MOCT_2000
37.710592,126.98624,37:42:38N,126:59:10E,H,FLLS,,KS,NS,kor,,폭포,송추골폭포,송추골폭포,송추골폭포,송추골폭포,송추골폭포,송추골폭포,,22/07/2013,12345,,14372517,
37.855,127.4811,37:51:18N,127:28:52E,H,FLLS,,KS,NS,kor,,폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,용추폭포,,26/12/2013,12,,14578709,
37.855,127.4811,37:51:18N,127:28:52E,H,FLLS,,KS,N,kor,,Pokpo,YONGCHUPOKPO,Yongchupokpo,Yongchupokpo,YONGCHUPOKPO,Yongchupokpo,Yongchupokpo,,26/12/2013,12,1,10630790,kor_Hang2Latn_MOCT_2000
37.855,127.4811,37:51:18N,127:28:52E,H,FLLS,,KS,V,kor,,,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,YONGCHUPOKPO,Yongch’u-p’okp’o,Yongch'u-p'okp'o,,26/12/2013,12,,,kor_Hang2Latn_MR_1939
37.828565,127.657506,37:49:43N,127:39:27E,H,FLLS,,KS,N,kor,,Pokpo,DEUNGSEONPOKPO,Deungseonpokpo,Deungseonpokpo,DEUNGSEONPOKPO,Deungseonpokpo,Deungseonpokpo,,30/12/2013,12,1,10601292,kor_Hang2Latn_MOCT_2000
37.828565,127.657506,37:49:43N,127:39:27E,H,FLLS,,KS,NS,kor,,폭포,등선폭포,등선폭포,등선폭포,등선폭포,등선폭포,등선폭포,,30/12/2013,12,,14583634,
37.828565,127.657506,37:49:43N,127:39:27E,H,FLLS,,KS,V,kor,,,TUNGSONPOKPO,Tŭngsŏn-p’okp’o,Tungson-p'okp'o,TUNGSONPOKPO,Tŭngsŏn-p’okp’o,Tungson-p'okp'o,,30/12/2013,12,,10601292,kor_Hang2Latn_MR_1939
36.977273,128.373046,36:58:38N,128:22:23E,H,FLLS,,KS,N,kor,,Pokpo,YANGBAEKPOKPO,Yangbaekpokpo,Yangbaekpokpo,YANGBAEKPOKPO,Yangbaekpokpo,Yangbaekpokpo,,19/05/2014,12345,1,14973049,kor_Hang2Latn_MOCT_2000
36.977273,128.373046,36:58:38N,128:22:23E,H,FLLS,,KS,NS,kor,,폭포,양백폭포,양백폭포,양백폭포,양백폭포,양백폭포,양백폭포,,19/05/2014,12345,,14973048,
37.831797,128.160573,37:49:54N,128:09:38E,H,FLLS,,KS,V,kor,,,KARYONGPOKPO,Karyŏng-p’okp’o,Karyong-p'okp'o,KARYONGPOKPO,Karyŏng-p’okp’o,Karyong-p'okp'o,,19/03/2014,12,,10631370,kor_Hang2Latn_MR_1939
37.831797,128.160573,37:49:54N,128:09:38E,H,FLLS,,KS,NS,kor,,폭포,가령폭포,가령폭포,가령폭포,가령폭포,가령폭포,가령폭포,,19/03/2014,12,,14777366,
37.831797,128.160573,37:49:54N,128:09:38E,H,FLLS,,KS,N,kor,,Pokpo,GARYEONGPOKPO,Garyeongpokpo,Garyeongpokpo,GARYEONGPOKPO,Garyeongpokpo,Garyeongpokpo,,19/03/2014,12,1,10631370,kor_Hang2Latn_MOCT_2000
36.9734,128.242275,36:58:24N,128:14:32E,H,FLLS,,KS,N,kor,,Pokpo,YONGDAMPOKPO,Yongdampokpo,Yongdampokpo,YONGDAMPOKPO,Yongdampokpo,Yongdampokpo,,02/06/2014,12345,1,14999649,kor_Hang2Latn_MOCT_2000
36.9734,128.242275,36:58:24N,128:14:32E,H,FLLS,,KS,NS,kor,,폭포,용담폭포,용담폭포,용담폭포,용담폭포,용담폭포,용담폭포,,02/06/2014,12345,,14999648,
37.7003,127.0991,37:42:01N,127:05:57E,H,FLLS,,KS,NS,kor,,폭포,옥류폭포,옥류폭포,옥류폭포,옥류폭포,옥류폭포,옥류폭포,,17/12/2013,12,,14556307,
37.7003,127.0991,37:42:01N,127:05:57E,H,FLLS,,KS,N,kor,,pokpo,ONGNYUPOKPO,Ongnyupokpo,Ongnyupokpo,ONGNYUPOKPO,Ongnyupokpo,Ongnyupokpo,,17/12/2013,12,1,10600547,kor_Hang2Latn_MOCT_2000
