LAT,LONG,DMS_LAT,DMS_LONG,FC,DSG,PC,CC1,NT,LC,SHORT_FORM,GENERIC,SORT_NAME_RO,FULL_NAME_RO,FULL_NAME_ND_RO,SORT_NAME_RG,FULL_NAME_RG,FULL_NAME_ND_RG,NOTE,MODIFY_DATE,DISPLAY,NAME_RANK,NAME_LINK,TRANSL_CD
-9.933333,-63.7,9:56:00S,63:42:00W,H,FLLS,,BR,N,,,,CACHOEIRASEISDEJULHO,Cachoeira Seis de Julho,Cachoeira Seis de Julho,SEISDEJULHO CACHOEIRA,"Seis de Julho, Cachoeira","Seis de Julho, Cachoeira",,17/12/1993,12345,1,,
-9.933333,-63.7,9:56:00S,63:42:00W,H,FLLS,,BR,V,,,,CACHOEIRAgDEJULHO,Cachoeira 6 de Julho,Cachoeira 6 de Julho,gDEJULHO CACHOEIRA,"6 de Julho, Cachoeira","6 de Julho, Cachoeira",,17/12/1993,12345,,,
-9.866667,-48.333333,9:52:00S,48:20:00W,H,FLLS,,BR,N,,,cachoeira,CACHOEIRAQUEBRACOCO,Cachoeira Quebra-Côco,Cachoeira Quebra-Coco,QUEBRACOCO CACHOEIRA,"Quebra-Côco, Cachoeira","Quebra-Coco, Cachoeira",,21/03/1994,12345,1,,
-11.566667,-60.45,11:34:00S,60:27:00W,H,FLLS,,BR,N,,,,CACHOEIRAQUEBRACANOA,Cachoeira Quebra-Canoa,Cachoeira Quebra-Canoa,QUEBRACANOA CACHOEIRA,"Quebra-Canoa, Cachoeira","Quebra-Canoa, Cachoeira",,17/12/1993,12345,1,,
-6.133333,-54.15,6:08:00S,54:09:00W,H,FLLS,,BR,N,,,,CACHOEIRAQUEBRACABO,Cachoeira Quebra-Cabo,Cachoeira Quebra-Cabo,QUEBRACABO CACHOEIRA,"Quebra-Cabo, Cachoeira","Quebra-Cabo, Cachoeira",,17/12/1993,12345,1,,
-8.433333,-52.8,8:26:00S,52:48:00W,H,FLLS,,BR,N,,,,CACHOEIRADOUBA,Cachoeira do Ubá,Cachoeira do Uba,UBA CACHOEIRADO,"Ubá, Cachoeira do","Uba, Cachoeira do",,17/12/1993,12345,1,,
-14.033333,-53.416667,14:02:00S,53:25:00W,H,FLLS,,BR,N,,,,CACHOEIRADEPIRARAS,Cachoeira de Piraras,Cachoeira de Piraras,PIRARAS CACHOEIRADE,"Piraras, Cachoeira de","Piraras, Cachoeira de",,17/12/1993,12345,1,,
-14.216667,-53.5,14:13:00S,53:30:00W,H,FLLS,,BR,N,,,,CACHOEIRADASORTE,Cachoeira da Sorte,Cachoeira da Sorte,SORTE CACHOEIRADA,"Sorte, Cachoeira da","Sorte, Cachoeira da",,17/12/1993,12345,1,,
-7.966667,-58.75,7:58:00S,58:45:00W,H,FLLS,,BR,N,,,,CACHOEIRASOROROCA,Cachoeira Sororoca,Cachoeira Sororoca,SOROROCA CACHOEIRA,"Sororoca, Cachoeira","Sororoca, Cachoeira",,17/12/1993,12345,1,,
-8.466667,-58.366667,8:28:00S,58:22:00W,H,FLLS,,BR,N,,,,CACHOEIRASANTAURSULA,Cachoeira Santa Úrsula,Cachoeira Santa Ursula,SANTAURSULA CACHOEIRA,"Santa Úrsula, Cachoeira","Santa Ursula, Cachoeira",,17/12/1993,12345,1,,
-8.466667,-58.366667,8:28:00S,58:22:00W,H,FLLS,,BR,V,,,,CACHOEIRADOBANCOSANTAURSULA,Cachoeira do Banco Santa Úrsula,Cachoeira do Banco Santa Ursula,BANCOSANTAURSULA CACHOEIRADO,"Banco Santa Úrsula, Cachoeira do","Banco Santa Ursula, Cachoeira do",,17/12/1993,12345,,,
-9.7,-61.9,9:42:00S,61:54:00W,H,FLLS,,BR,N,,,,CACHOEIRATRESBARRACAS,Cachoeira Três Barracas,Cachoeira Tres Barracas,TRESBARRACAS CACHOEIRA,"Três Barracas, Cachoeira","Tres Barracas, Cachoeira",,17/12/1993,12345,1,,
3.7,-51.733333,3:42:00N,51:44:00W,H,FLLS,,BR,N,,,,CACHOEIRATAUARI,Cachoeira Tauari,Cachoeira Tauari,TAUARI CACHOEIRA,"Tauari, Cachoeira","Tauari, Cachoeira",,17/12/1993,1234567,1,,
-16.133333,-45.8,16:08:00S,45:48:00W,H,FLLS,,BR,N,por,,Cachoeira,CACHOEIRAPOCORASO,Cachoeira Poço Raso,Cachoeira Poco Raso,POCORASO CACHOEIRA,"Poço Raso, Cachoeira","Poco Raso, Cachoeira",,17/12/1993,12345,1,,
-6.15,-48.4,6:09:00S,48:24:00W,H,FLLS,,BR,N,,,,CACHOEIRASAOJOAO,Cachoeira São João,Cachoeira Sao Joao,SAOJOAO CACHOEIRA,"São João, Cachoeira","Sao Joao, Cachoeira",,17/12/1993,12345,1,,
1.333333,-62.45,1:20:00N,62:27:00W,H,FLLS,,BR,N,,,,CACHOEIRATANGA,Cachoeira Tanga,Cachoeira Tanga,TANGA CACHOEIRA,"Tanga, Cachoeira","Tanga, Cachoeira",,17/12/1993,12345,1,,
-0.116667,-67.116667,0:07:00S,67:07:00W,H,FLLS,,BR,N,,,,CACHOEIRATAMU,Cachoeira Tamu,Cachoeira Tamu,TAMU CACHOEIRA,"Tamu, Cachoeira","Tamu, Cachoeira",,17/12/1993,12345,1,,
-10.333333,-63.366667,10:20:00S,63:22:00W,H,FLLS,,BR,V,,,,CACHOEIRASAOBENEDICTO,Cachoeira São Benedicto,Cachoeira Sao Benedicto,SAOBENEDICTO CACHOEIRA,"São Benedicto, Cachoeira","Sao Benedicto, Cachoeira",,17/12/1993,12345,,,
-10.333333,-63.366667,10:20:00S,63:22:00W,H,FLLS,,BR,N,,,,CACHOEIRASAOBENEDITO,Cachoeira São Benedito,Cachoeira Sao Benedito,SAOBENEDITO CACHOEIRA,"São Benedito, Cachoeira","Sao Benedito, Cachoeira",,17/12/1993,12345,1,,
-0.533333,-58.1,0:32:00S,58:06:00W,H,FLLS,,BR,N,,,,CACHOEIRADOSAPATEIRO,Cachoeira do Sapateiro,Cachoeira do Sapateiro,SAPATEIRO CACHOEIRADO,"Sapateiro, Cachoeira do","Sapateiro, Cachoeira do",,17/12/1993,12345,1,,
1.033333,-67.233333,1:02:00N,67:14:00W,H,FLLS,,BR,N,,,,CACHOEIRATABABACOLEI,Cachoeira Tababacolei,Cachoeira Tababacolei,TABABACOLEI CACHOEIRA,"Tababacolei, Cachoeira","Tababacolei, Cachoeira",,17/12/1993,12345,1,,
2.083333,-55.866667,2:05:00N,55:52:00W,H,FLLS,,BR,N,,,,CACHOEIRADASTRESBOCAS,Cachoeira das Três Bocas,Cachoeira das Tres Bocas,TRESBOCAS CACHOEIRADAS,"Três Bocas, Cachoeira das","Tres Bocas, Cachoeira das",,17/12/1993,12345,1,,
-0.5,-56.15,0:30:00S,56:09:00W,H,FLLS,,BR,N,,,,CACHOEIRADOSEVERINO,Cachoeira do Severino,Cachoeira do Severino,SEVERINO CACHOEIRADO,"Severino, Cachoeira do","Severino, Cachoeira do",,17/12/1993,12345,1,,
-11.233333,-59.95,11:14:00S,59:57:00W,H,FLLS,,BR,N,,,,CACHOEIRADOTERTULIANO,Cachoeira do Tertuliano,Cachoeira do Tertuliano,TERTULIANO CACHOEIRADO,"Tertuliano, Cachoeira do","Tertuliano, Cachoeira do",,17/12/1993,12345,1,,
-6.4,-54.733333,6:24:00S,54:44:00W,H,FLLS,,BR,N,,,,CACHOEIRADOSMARTIRIOS,Cachoeira dos Martírios,Cachoeira dos Martirios,MARTIRIOS CACHOEIRADOS,"Martírios, Cachoeira dos","Martirios, Cachoeira dos",,17/12/1993,12345,1,,
-0.05,-56.933333,0:03:00S,56:56:00W,H,FLLS,,BR,N,,,,CACHOEIRAPREGUICA,Cachoeira Preguiça,Cachoeira Preguica,PREGUICA CACHOEIRA,"Preguiça, Cachoeira","Preguica, Cachoeira",,17/12/1993,12345,1,,
-9.5,-61.716667,9:30:00S,61:43:00W,H,FLLS,,BR,N,,,,CACHOEIRAQUEIMADA,Cachoeira Queimada,Cachoeira Queimada,QUEIMADA CACHOEIRA,"Queimada, Cachoeira","Queimada, Cachoeira",,17/12/1993,12345,1,,
-9.833333,-48.333333,9:50:00S,48:20:00W,H,FLLS,,BR,N,,,cachoeira,CACHOEIRADOSPILOES,Cachoeira dos Pilões,Cachoeira dos Piloes,PILOES CACHOEIRADOS,"Pilões, Cachoeira dos","Piloes, Cachoeira dos",,21/03/1994,12345,1,,
-10.533333,-58.2,10:32:00S,58:12:00W,H,FLLS,,BR,N,,,,CACHOEIRARECIFEGRANDE,Cachoeira Recife Grande,Cachoeira Recife Grande,RECIFEGRANDE CACHOEIRA,"Recife Grande, Cachoeira","Recife Grande, Cachoeira",,17/12/1993,12345,1,,
0.233333,-56.15,0:14:00N,56:09:00W,H,FLLS,,BR,N,,,,CACHOEIRADAPOANA,Cachoeira da Poana,Cachoeira da Poana,POANA CACHOEIRADA,"Poana, Cachoeira da","Poana, Cachoeira da",,17/12/1993,12345,1,,
1.080556,-69.685,1:04:50N,69:41:06W,H,FLLS,,BR,N,,,Cachoeira,CACHOEIRAPERIQUITO,Cachoeira Periquito,Cachoeira Periquito,PERIQUITO CACHOEIRA,"Periquito, Cachoeira","Periquito, Cachoeira",,19/08/1996,12345,1,,
-24.783333,-51.283333,24:47:00S,51:17:00W,H,FLLS,,BR,N,,,,CACHOEIRADOMEIO,Cachoeira do Meio,Cachoeira do Meio,MEIO CACHOEIRADO,"Meio, Cachoeira do","Meio, Cachoeira do",,17/12/1993,12345,1,,
-16.833333,-40.25,16:50:00S,40:15:00W,H,FLLS,,BR,N,por,,Cachoeira,CACHOEIRAMEIALEGUA,Cachoeira Meia Légua,Cachoeira Meia Legua,MEIALEGUA CACHOEIRA,"Meia Légua, Cachoeira","Meia Legua, Cachoeira",,17/12/1993,12345,1,,
-13.55,-55.4,13:33:00S,55:24:00W,H,FLLS,,BR,N,,,,CACHOEIRADOSOBRADINHO,Cachoeira do Sobradinho,Cachoeira do Sobradinho,SOBRADINHO CACHOEIRADO,"Sobradinho, Cachoeira do","Sobradinho, Cachoeira do",,17/12/1993,12345,1,,
1.35,-67.95,1:21:00N,67:57:00W,H,FLLS,,BR,N,,,,CACHOEIRAMALACACHETA,Cachoeira Malacacheta,Cachoeira Malacacheta,MALACACHETA CACHOEIRA,"Malacacheta, Cachoeira","Malacacheta, Cachoeira",,17/12/1993,12345,1,,
3.433333,-61.083333,3:26:00N,61:05:00W,H,FLLS,,BR,N,,,,CACHOEIRAPRETO,Cachoeira Prêto,Cachoeira Preto,PRETO CACHOEIRA,"Prêto, Cachoeira","Preto, Cachoeira",,17/12/1993,12345,1,,
-11.083333,-58.7,11:05:00S,58:42:00W,H,FLLS,,BR,N,,,,CACHOEIRAPERIGOSA,Cachoeira Perigosa,Cachoeira Perigosa,PERIGOSA CACHOEIRA,"Perigosa, Cachoeira","Perigosa, Cachoeira",,17/12/1993,12345,1,,
-9.016667,-64.166667,9:01:00S,64:10:00W,H,FLLS,,BR,V,,,,CACHOEIRANATAL,Cachoeira Natal,Cachoeira Natal,NATAL CACHOEIRA,"Natal, Cachoeira","Natal, Cachoeira",,17/12/1993,12345,,,
-9.016667,-64.166667,9:01:00S,64:10:00W,H,FLLS,,BR,N,,,,CACHOEIRADOSMORRINHOS,Cachoeira dos Morrinhos,Cachoeira dos Morrinhos,MORRINHOS CACHOEIRADOS,"Morrinhos, Cachoeira dos","Morrinhos, Cachoeira dos",,17/12/1993,12345,1,,
-9.016667,-64.166667,9:01:00S,64:10:00W,H,FLLS,,BR,V,,,,CACHOEIRADOMORRINHO,Cachoeira do Morrinho,Cachoeira do Morrinho,MORRINHO CACHOEIRADO,"Morrinho, Cachoeira do","Morrinho, Cachoeira do",,17/12/1993,12345,,,
-10.666667,-63.95,10:40:00S,63:57:00W,H,FLLS,,BR,V,,,,CACHOEIRADOPEREDAO,Cachoeira do Peredão,Cachoeira do Peredao,PEREDAO CACHOEIRADO,"Peredão, Cachoeira do","Peredao, Cachoeira do",,17/12/1993,12345,,,
2.95,-61.45,2:57:00N,61:27:00W,H,FLLS,,BR,N,,,,CACHOEIRADOPAREDAO,Cachoeira do Paredão,Cachoeira do Paredao,PAREDAO CACHOEIRADO,"Paredão, Cachoeira do","Paredao, Cachoeira do",,17/12/1993,12345,1,,
1.166667,-59.6,1:10:00N,59:36:00W,H,FLLS,,BR,N,,,,CACHOEIRADOPAREDAO,Cachoeira do Paredão,Cachoeira do Paredao,PAREDAO CACHOEIRADO,"Paredão, Cachoeira do","Paredao, Cachoeira do",,17/12/1993,12345,1,,
3.366667,-61.866667,3:22:00N,61:52:00W,H,FLLS,,BR,N,,,,CACHOEIRAPAREDAO,Cachoeira Paredão,Cachoeira Paredao,PAREDAO CACHOEIRA,"Paredão, Cachoeira","Paredao, Cachoeira",,17/12/1993,12345,1,,
-9.95,-71.85,9:57:00S,71:51:00W,H,FLLS,,BR,N,,,,CACHOEIRANOVA,Cachoeira Nova,Cachoeira Nova,NOVA CACHOEIRA,"Nova, Cachoeira","Nova, Cachoeira",,17/12/1993,12345,1,,
-10.666667,-63.95,10:40:00S,63:57:00W,H,FLLS,,BR,N,,,,CACHOEIRADOPAREDAO,Cachoeira do Paredão,Cachoeira do Paredao,PAREDAO CACHOEIRADO,"Paredão, Cachoeira do","Paredao, Cachoeira do",,17/12/1993,12345,1,,
-5.95,-55.7,5:57:00S,55:42:00W,H,FLLS,,BR,N,,,,CACHOEIRAPORTAODECIMA,Cachoeira Portão de Cima,Cachoeira Portao de Cima,PORTAODECIMA CACHOEIRA,"Portão de Cima, Cachoeira","Portao de Cima, Cachoeira",,17/12/1993,12345,1,,
-6.633333,-53.95,6:38:00S,53:57:00W,H,FLLS,,BR,N,,,,CACHOEIRADALIBERDADE,Cachoeira da Liberdade,Cachoeira da Liberdade,LIBERDADE CACHOEIRADA,"Liberdade, Cachoeira da","Liberdade, Cachoeira da",,17/12/1993,12345,1,,
-1.383333,-54.4,1:23:00S,54:24:00W,H,FLLS,,BR,N,,,,CACHOEIRADAVIRACAO,Cachoeira da Viração,Cachoeira da Viracao,VIRACAO CACHOEIRADA,"Viração, Cachoeira da","Viracao, Cachoeira da",,17/12/1993,12345,1,,
-21.95,-46.15,21:57:00S,46:09:00W,H,FLLS,,BR,N,por,,Cachoeira,CACHOEIRADOVAU,Cachoeira do Vau,Cachoeira do Vau,VAU CACHOEIRADO,"Vau, Cachoeira do","Vau, Cachoeira do",,17/12/1993,12345,1,,
-3.85,-50.3,3:51:00S,50:18:00W,H,FLLS,,BR,N,,,,CACHOEIRASUMALAUMA,Cachoeira Sumalauma,Cachoeira Sumalauma,SUMALAUMA CACHOEIRA,"Sumalauma, Cachoeira","Sumalauma, Cachoeira",,17/12/1993,12345,1,,
-3.85,-50.3,3:51:00S,50:18:00W,H,FLLS,,BR,V,,,,CACHOEIRASULAMAUMA,Cachoeira Sulamauma,Cachoeira Sulamauma,SULAMAUMA CACHOEIRA,"Sulamauma, Cachoeira","Sulamauma, Cachoeira",,17/12/1993,12345,,,
1.55,-62.416667,1:33:00N,62:25:00W,H,FLLS,,BR,N,,,,CORREDEIRAPACA,Corredeira Paca,Corredeira Paca,PACA CORREDEIRA,"Paca, Corredeira","Paca, Corredeira",,17/12/1993,12345,1,,
0.95,-60.5,0:57:00N,60:30:00W,H,FLLS,,BR,N,,,,CACHOEIRAPACA,Cachoeira Paca,Cachoeira Paca,PACA CACHOEIRA,"Paca, Cachoeira","Paca, Cachoeira",,17/12/1993,12345,1,,
-11.1,-61.95,11:06:00S,61:57:00W,H,FLLS,,BR,N,,,,CACHOEIRADOS,Cachoeira do S,Cachoeira do S,S CACHOEIRADO,"S, Cachoeira do","S, Cachoeira do",,17/12/1993,12345,1,,
0.183333,-69.35,0:11:00N,69:21:00W,H,FLLS,,BR,N,,,,CACHOEIRAPACA,Cachoeira Paca,Cachoeira Paca,PACA CACHOEIRA,"Paca, Cachoeira","Paca, Cachoeira",,17/12/1993,12345,1,,
0.933333,-55.75,0:56:00N,55:45:00W,H,FLLS,,BR,V,,,,CACHOEIRAbeDEABRIL,Cachoeira 14 de Abril,Cachoeira 14 de Abril,beDEABRIL CACHOEIRA,"14 de Abril, Cachoeira","14 de Abril, Cachoeira",,17/12/1993,12345,,,
0.933333,-55.75,0:56:00N,55:45:00W,H,FLLS,,BR,N,,,,CACHOEIRAQUATORZEDEABRIL,Cachoeira Quatorze de Abril,Cachoeira Quatorze de Abril,QUATORZEDEABRIL CACHOEIRA,"Quatorze de Abril, Cachoeira","Quatorze de Abril, Cachoeira",,17/12/1993,12345,1,,
-19.783333,-50.5,19:47:00S,50:30:00W,H,FLLS,,BR,N,por,,Cachoeira,CACHOEIRADOMONTEALTO,Cachoeira do Monte Alto,Cachoeira do Monte Alto,MONTEALTO CACHOEIRADO,"Monte Alto, Cachoeira do","Monte Alto, Cachoeira do",,17/12/1993,12345,1,,
1.85,-54.75,1:51:00N,54:45:00W,H,FLLS,,BR,N,,,,CACHOEIRAMACAE,Cachoeira Macaé,Cachoeira Macae,MACAE CACHOEIRA,"Macaé, Cachoeira","Macae, Cachoeira",,17/12/1993,12345,1,,
-8.566667,-59.333333,8:34:00S,59:20:00W,H,FLLS,,BR,N,,,,CACHOEIRALEVAVARA,Cachoeira Leva-Vara,Cachoeira Leva-Vara,LEVAVARA CACHOEIRA,"Leva-Vara, Cachoeira","Leva-Vara, Cachoeira",,17/12/1993,12345,1,,
-9.9,-58.2,9:54:00S,58:12:00W,H,FLLS,,BR,N,,,,CACHOEIRADAPORTEIRA,Cachoeira da Porteira,Cachoeira da Porteira,PORTEIRA CACHOEIRADA,"Porteira, Cachoeira da","Porteira, Cachoeira da",,17/12/1993,12345,1,,
-17.083333,-40.733333,17:05:00S,40:44:00W,H,FLLS,,BR,N,por,,Cachoeira,CACHOEIRAPONTILHAO,Cachoeira Pontilhão,Cachoeira Pontilhao,PONTILHAO CACHOEIRA,"Pontilhão, Cachoeira","Pontilhao, Cachoeira",,17/12/1993,12345,1,,
-8.85,-64.016667,8:51:00S,64:01:00W,H,FLLS,,BR,N,,,,CACHOEIRAMACACOS,Cachoeira Macacos,Cachoeira Macacos,MACACOS CACHOEIRA,"Macacos, Cachoeira","Macacos, Cachoeira",,17/12/1993,12345,1,,
-0.416667,-56.866667,0:25:00S,56:52:00W,H,FLLS,,BR,N,,,,CACHOEIRAMUCAMBINHO,Cachoeira Mucambinho,Cachoeira Mucambinho,MUCAMBINHO CACHOEIRA,"Mucambinho, Cachoeira","Mucambinho, Cachoeira",,17/12/1993,12345,1,,
1.766667,-54.95,1:46:00N,54:57:00W,H,FLLS,,BR,N,,,,CACHOEIRAMURAGRANDE,Cachoeira Mura Grande,Cachoeira Mura Grande,MURAGRANDE CACHOEIRA,"Mura Grande, Cachoeira","Mura Grande, Cachoeira",,17/12/1993,12345,1,,
-3.8,-51.8,3:48:00S,51:48:00W,H,FLLS,,BR,N,,,,CACHOEIRADOQUEIROZ,Cachoeira do Queiroz,Cachoeira do Queiroz,QUEIROZ CACHOEIRADO,"Queiroz, Cachoeira do","Queiroz, Cachoeira do",,17/12/1993,12345,1,,
-10.283333,-64.2,10:17:00S,64:12:00W,H,FLLS,,BR,N,,,,CACHOEIRASAODOMINGOS,Cachoeira São Domingos,Cachoeira Sao Domingos,SAODOMINGOS CACHOEIRA,"São Domingos, Cachoeira","Sao Domingos, Cachoeira",,17/12/1993,12345,1,,
3.05,-59.966667,3:03:00N,59:58:00W,H,FLLS,,BR,V,,,,PORUWANUN,Poruwanun,Poruwanun,PORUWANUN,Poruwanun,Poruwanun,,22/06/1994,12345,,,
3.05,-59.966667,3:03:00N,59:58:00W,H,FLLS,,BR,V,,,,PORUWANUMPAWAFALL,Poruwanum Pawa Fall,Poruwanum Pawa Fall,PORUWANUMPAWAFALL,Poruwanum Pawa Fall,Poruwanum Pawa Fall,,22/06/1994,12345,,,
3.05,-59.966667,3:03:00N,59:58:00W,H,FLLS,,BR,N,,,,PORUWANUNPAWAFALLS,Poruwanun-Pawa Falls,Poruwanun-Pawa Falls,PORUWANUNPAWAFALLS,Poruwanun-Pawa Falls,Poruwanun-Pawa Falls,,22/06/1994,12345,,,
3.05,-59.966667,3:03:00N,59:58:00W,H,FLLS,,BR,N,,,,PORUWANUMPAWA,Poruwanum Pawa,Poruwanum Pawa,PORUWANUMPAWA,Poruwanum Pawa,Poruwanum Pawa,,22/06/1994,12345,1,,
3.05,-59.966667,3:03:00N,59:58:00W,H,FLLS,,BR,V,,,,PORUWANINPAWA,Poruwanin-pawa,Poruwanin-pawa,PORUWANINPAWA,Poruwanin-pawa,Poruwanin-pawa,,22/06/1994,12345,,,
3.05,-59.966667,3:03:00N,59:58:00W,H,FLLS,,BR,V,,,,PORUWANUMPAWAFALLS,Poruwanum-pawa Falls,Poruwanum-pawa Falls,PORUWANUMPAWAFALLS,Poruwanum-pawa Falls,Poruwanum-pawa Falls,,22/06/1994,12345,,,
-9.916667,-64.266667,9:55:00S,64:16:00W,H,FLLS,,BR,N,,,,CACHOEIRAPORTUGAL,Cachoeira Portugal,Cachoeira Portugal,PORTUGAL CACHOEIRA,"Portugal, Cachoeira","Portugal, Cachoeira",,17/12/1993,12345,1,,
-5.983333,-57.483333,5:59:00S,57:29:00W,H,FLLS,,BR,N,,,,CACHOEIRADOMANIGOBALZINHO,Cachoeira do Manigobalzinho,Cachoeira do Manigobalzinho,MANIGOBALZINHO CACHOEIRADO,"Manigobalzinho, Cachoeira do","Manigobalzinho, Cachoeira do",,17/12/1993,12345,1,,
-5.983333,-57.483333,5:59:00S,57:29:00W,H,FLLS,,BR,V,,,,CACHOEIRADOMANIGOBALSINHO,Cachoeira do Manigobal-sinho,Cachoeira do Manigobal-sinho,MANIGOBALSINHO CACHOEIRADO,"Manigobal-sinho, Cachoeira do","Manigobal-sinho, Cachoeira do",,17/12/1993,12345,,,
2.866667,-52.35,2:52:00N,52:21:00W,H,FLLS,,BR,N,,,,CACHOEIRAPALMAMUNIZ,Cachoeira Palma Muniz,Cachoeira Palma Muniz,PALMAMUNIZ CACHOEIRA,"Palma Muniz, Cachoeira","Palma Muniz, Cachoeira",,17/12/1993,12345,1,,
3.133333,-62.316667,3:08:00N,62:19:00W,H,FLLS,,BR,N,,,,CACHOEIRASAUBA,Cachoeira Saúba,Cachoeira Sauba,SAUBA CACHOEIRA,"Saúba, Cachoeira","Sauba, Cachoeira",,17/12/1993,12345,1,,
-10.416667,-63.25,10:25:00S,63:15:00W,H,FLLS,,BR,V,,,,CACHOEIRASAORAFAEL,Cachoeira São Rafael,Cachoeira Sao Rafael,SAORAFAEL CACHOEIRA,"São Rafael, Cachoeira","Sao Rafael, Cachoeira",,17/12/1993,12345,,,
-10.416667,-63.25,10:25:00S,63:15:00W,H,FLLS,,BR,V,,,,CACHOEIRADORAPHAEL,Cachoeira do Raphael,Cachoeira do Raphael,RAPHAEL CACHOEIRADO,"Raphael, Cachoeira do","Raphael, Cachoeira do",,17/12/1993,12345,,,
-10.416667,-63.25,10:25:00S,63:15:00W,H,FLLS,,BR,N,,,,CACHOEIRADORAFAEL,Cachoeira do Rafael,Cachoeira do Rafael,RAFAEL CACHOEIRADO,"Rafael, Cachoeira do","Rafael, Cachoeira do",,17/12/1993,12345,1,,
-9.45,-56.683333,9:27:00S,56:41:00W,H,FLLS,,BR,V,,,,SALTODASSETEQUEDAS,Salto das Sete Quedas,Salto das Sete Quedas,SETEQUEDAS SALTODAS,"Sete Quedas, Salto das","Sete Quedas, Salto das",,17/12/1993,12345,,,
-9.45,-56.683333,9:27:00S,56:41:00W,H,FLLS,,BR,N,,,,CACHOEIRADASSETEQUEDAS,Cachoeira das Sete Quedas,Cachoeira das Sete Quedas,SETEQUEDAS CACHOEIRADAS,"Sete Quedas, Cachoeira das","Sete Quedas, Cachoeira das",,17/12/1993,12345,1,,
-11.433333,-60.45,11:26:00S,60:27:00W,H,FLLS,,BR,N,,,,CACHOEIRADASSETEILHAS,Cachoeira das Sete Ilhas,Cachoeira das Sete Ilhas,SETEILHAS CACHOEIRADAS,"Sete Ilhas, Cachoeira das","Sete Ilhas, Cachoeira das",,17/12/1993,12345,1,,
-0.5,-56.1,0:30:00S,56:06:00W,H,FLLS,,BR,N,,,,CACHOEIRADARAMPA,Cachoeira da Rampa,Cachoeira da Rampa,RAMPA CACHOEIRADA,"Rampa, Cachoeira da","Rampa, Cachoeira da",,17/12/1993,12345,1,,
-0.5,-56.1,0:30:00S,56:06:00W,H,FLLS,,BR,V,,,,CACHOEIRAPEDRASBRANCAS,Cachoeira Pedras Brancas,Cachoeira Pedras Brancas,PEDRASBRANCAS CACHOEIRA,"Pedras Brancas, Cachoeira","Pedras Brancas, Cachoeira",,17/12/1993,12345,,,
-4.55,-54.033333,4:33:00S,54:02:00W,H,FLLS,,BR,N,,,,CACHOEIRASEMTRIPA,Cachoeira Sem-Tripa,Cachoeira Sem-Tripa,SEMTRIPA CACHOEIRA,"Sem-Tripa, Cachoeira","Sem-Tripa, Cachoeira",,17/12/1993,12345,1,,
-0.366667,-69.804444,0:22:00S,69:48:16W,H,FLLS,,BR,N,,,Cachoeira,CACHOEIRADOMACHADO,Cachoeira do Machado,Cachoeira do Machado,MACHADO CACHOEIRADO,"Machado, Cachoeira do","Machado, Cachoeira do",,26/02/2002,123456789,1,,
-8.4,-58.85,8:24:00S,58:51:00W,H,FLLS,,BR,N,,,,CACHOEIRADOJENIPAPEIRO,Cachoeira do Jenipapeiro,Cachoeira do Jenipapeiro,JENIPAPEIRO CACHOEIRADO,"Jenipapeiro, Cachoeira do","Jenipapeiro, Cachoeira do",,17/12/1993,12345,1,,
-8.4,-58.85,8:24:00S,58:51:00W,H,FLLS,,BR,V,,,,CACHOEIRADOGENIPAPEIRO,Cachoeira do Genipapeiro,Cachoeira do Genipapeiro,GENIPAPEIRO CACHOEIRADO,"Genipapeiro, Cachoeira do","Genipapeiro, Cachoeira do",,17/12/1993,12345,,,
0.65,-54.2,0:39:00N,54:12:00W,H,FLLS,,BR,N,,,,CACHOEIRAJEMARARETUCU,Cachoeira Jemararetucu,Cachoeira Jemararetucu,JEMARARETUCU CACHOEIRA,"Jemararetucu, Cachoeira","Jemararetucu, Cachoeira",,17/12/1993,12345,1,,
-9.566667,-64.366667,9:34:00S,64:22:00W,H,FLLS,,BR,N,,,,CACHOEIRADACONCEICAO,Cachoeira da Conceição,Cachoeira da Conceicao,CONCEICAO CACHOEIRADA,"Conceição, Cachoeira da","Conceicao, Cachoeira da",,17/12/1993,12345,1,,
-8.083333,-61.816667,8:05:00S,61:49:00W,H,FLLS,,BR,N,,,,CACHOEIRAPARICA,Cachoeira Paricá,Cachoeira Parica,PARICA CACHOEIRA,"Paricá, Cachoeira","Parica, Cachoeira",,17/12/1993,12345,1,,
2.95,-61.416667,2:57:00N,61:25:00W,H,FLLS,,BR,N,,,,CACHOEIRAPIRAIBA,Cachoeira Piraíba,Cachoeira Piraiba,PIRAIBA CACHOEIRA,"Piraíba, Cachoeira","Piraiba, Cachoeira",,17/12/1993,12345,1,,
-13.283333,-54.166667,13:17:00S,54:10:00W,H,FLLS,,BR,N,,,,CACHOEIRADAPIRAIARA,Cachoeira da Piraiara,Cachoeira da Piraiara,PIRAIARA CACHOEIRADA,"Piraiara, Cachoeira da","Piraiara, Cachoeira da",,17/12/1993,12345,1,,
-13.933333,-54.183333,13:56:00S,54:11:00W,H,FLLS,,BR,N,,,,SALTOPRIMEIRO,Salto Primeiro,Salto Primeiro,PRIMEIRO SALTO,"Primeiro, Salto","Primeiro, Salto",,17/12/1993,12345,1,,
